attitude,hashtags,id,processed_text,raw,seed_topic,topic,manualAttitude
negative,doctorcrushonabscbn,993513480845082624,yeah i hurt you and you hurt me yeah we do some thing that we can never take back and we try hard just to fix it but we break it more and so i guess some thing acronym rich environment not mean to last be it too much to ask xxtopicxx vibe xxhashtagsxx,"Yeah, I hurt you, and you hurt me Yeah, we did some things that we can never take back And we tried hard just to fix it But we broke it more And so I guess some things are not meant to last Is it too much to ask :-(   ** dua lipa vibe**  #DoctorCrushOnAbsCbn",Dua Lipa,Musician,negative
negative,,990057439339802624,i rematched that xxtopicxx video and now i think it suck,I rewatched that rap video and now I think it sucks :(,Rap,Musician,negative
negative,,990662385445851137,xxusermentionsxx i want back the refund system to refund the xxtopicxx put emite and buy the season battle pas,@FortniteGame I want back the refund system to refund the rock put emite and buy the Season 4 Battle Pass :(,Rock,Musician,negative
negative,,986559787767861250,why acronym rich environment xxtopicxx ticket so expensive he have he be do a show on my birthday and it would be funny to go,Why are justin timberlake tickets so expensive :((  He's doing a show on my birthday and it would be funny to go,Justin Timberlake,Musician,negative
negative,,992357777698836480,nd night na ni xxtopicxx Waals please do not leave,2nd night na ni Bruno Mars wAaAaAaAhH pls don't leave :(,Bruno Mars,Musician,negative
negative,,990211963505532932,miss my xxtopicxx colbie buddy xxusermentionsxx,miss my adele/colbie buddy :(( @_zxyedm,Adele,Musician,negative
negative,,989663903536721920,what the fuck be go on he be the stereotypical dj that think it cool to put scratch noise every second i be sad that people dare to ruin xxtopicxx like this,what the fuck is going on hes being the stereotypical dj that thinks its cool to put scratch noises every 3 seconds :((( im sad that people dare to ruin bruno mars like this,Bruno Mars,Musician,negative
negative,,993176592796016640,i want to listen to music while i cook but they acronym rich environment play fuck xxtopicxx,I want to listen to 6 Music while I cook but they are playing fucking Jazz :(,Jazz,Musician,negative
negative,,992631948521635840,all this anxiety be literally have my heart pound so fast i think it be go to xxtopicxx out of my body,all this anxiety is literally having my heart pounding so fast I think it's going to pop out of my body :(,Pop,Musician,negative
negative,,992049269912866817,shit maybe xxtopicxx really do think she ’ d appreciate it but it just make her uncomfortable damn whelp that ’ s all folk lot of love,Shit maybe Drake really did think she’d appreciate it but it just made her uncomfortable. Damn :((((( welp. That’s all folks lol.,Drake,Musician,negative
negative,firstworldproblems travel traveling vacation,992484252896890885,experience that “ recently home from a trip and it will be a while until another ” xxtopicxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx,Experiencing that “recently Home from a trip and it will be a while until another” blues. :( #FirstWorldProblems #travel #traveling #vacation,Blues,Musician,negative
negative,,991135688195301382,i be really upset the schoolhouse xxtopicxx guy pass away,im really upset the schoolhouse rock guy passed away :(,Rock,Musician,negative
negative,,991851277410885633,xxtopicxx really peak with the fame monster that ’ s sad,"lady gaga really peaked with the fame monster, that’s sad :(",Lady Gaga,Musician,negative
negative,,992676226224574464,xxusermentionsxx not on line though i be in Norfolk,@pedigreepigman Not online though :( I'm in Norfolk,Pop,Musician,negative
negative,,992297193473126400,if my head be not attach between my shoulder it would xxtopicxx off to be forever lose i have like five different sit up i keep go back and forth to i just wish i be busy for a different reason,"If my head weren't attached between my shoulders, It would pop off to be forever lost.  I have like five different sites up I keep going back and forth to. I just wish I were busy for a different reason. :(",Pop,Musician,negative
negative,,992582994387849216,xxusermentionsxx last year wild a guess my only time at xxtopicxx and i do not step foot in there i ’ ll check it out next time,@JordanR4556 Last year was my only time at Coachella and I did not step foot in there :( ....I’ll check it out next time,Coachella,Musician,negative
positive,,991866475760766977,you acronym rich environment meeting Taylor Alison swift this year,YOU are meeting taylor alison swift this year :),Taylor Swift,Musician,positive
positive,devfestahm,991130427149565952,xxusermentionsxx xxusermentionsxx thanks pranay for the kind word and love thank you for your contribution we acronym rich environment glad to hear that devfestahm be be find helpful in learn lot of thing from speaker from all over India by the way we have already plan for xxhashtagsxx and we acronym rich environment too excite to xxtopicxx,@pranaypatel_ @retomeier Thanks Pranay for the kind words and love. Thank you for your contribution. We are glad to hear that DevFestAhm is being found helpful in learning lot of things from speakers from all over India. BTW we have already planning for #DevFestAhm 2018 and we are too excited to rock :),Rock,Musician,positive
positive,byestu stmichaels localelections2018,992301020507131906,so glad that xxusermentionsxx lose in the local election he can go and crawl back under his arrogant egocentric xxtopicxx now bye stu rest in peace xxhashtagsxx xxhashtagsxx xxhashtagsxx xxmediaxx,So glad that @stufordham lost in the local elections. He can go and crawl back under his arrogant egocentric rock now. Bye Stu. RIP!! :-) #ByeStu #StMichaels #LocalElections2018 https://t.co/OgTQNcDxFm,Rock,Musician,positive
positive,,992544543135285248,jaffe stream live it be Friday topik game dev crunch pout and ufos i be bother by looksmaxing obviously geek xxtopicxx culture chat twitc xxurlsxx you tub xxurlsxx,JAFFE STREAM LIVE- It's FRIDAY! :) Topiks:  -Game Dev Crunch!  -POTUS and UFOS!  -I'm bothered by 'LOOKSMAXING'! Obviously! :)  -Geek+Pop Culture Chats!   Twitch: https://t.co/PiovZ4Jh13 Youtube: https://t.co/XbzzTvS1xA,Pop,Musician,positive
positive,stewleonard,989935421034508294,xxusermentionsxx you ought to put that on a xxtopicxx outside your office xxhashtagsxx,@tom_peters You ought to put that on a rock outside your office. :-) #StewLeonard,Rock,Musician,positive
positive,,989991719323275266,so xxtopicxx be plan to release two album this year accord to a radio show i follow one of them be more kidfriendly and the other one be go to be her typical edgy music i wild a guess super impress with anti so i be curious to see how this go d,"So, Rihanna is planning to release two albums this year, according to a radio show I follow. One of them is more kid-friendly and the other one is going to be her typical, edgy music. I was super impressed with Anti--so I'm curious to see how this goes. :D",Rihanna,Musician,positive
positive,,991345413541244928,i get skye a xxtopicxx tart for our one year anniversary and she din ’ t even like it how rude,I got skye a pop tart for our one year anniversary and she didn’t even like it :) how rude,Pop,Musician,negative
positive,,989904041894293504,it be a beautiful Friday morning thank you lord morning coffee a loci xxtopicxx mix ☕ xxurlsxx via xxusermentionsxx,"it's a beautiful Friday morning :)      Thank you, Lord!  Morning Coffee | A Lofi Hiphop Mix ☕ https://t.co/LHMSxJ3B1p via @YouTube",Hiphop,Musician,positive
positive,,991300094778576896,xxusermentionsxx thanks for the rt you xxtopicxx d,@babetteduwez Thanks for the RT !!you rock!! :D,Rock,Musician,positive
positive,,992534699821162496,just get to Charlotte for Carolina rebellion ready to xxtopicxx it out like the old day drinky drinky time,Just got to Charlotte for Carolina Rebellion. Ready to rock it out like the old days! Drinky drinky time :),Rock,Musician,positive
positive,,992189163498688512,xxusermentionsxx ohh get a xxtopicxx voice already,"@JeannineDaBean ""Ohhhhhhh"" got a jazz voice already :)",Jazz,Musician,positive
positive,,992781003776290817,xxusermentionsxx oh too many to count my all time favorite be a Japanese artist gackt but there acronym rich environment many others as well mostly xxtopicxx and epicsymphonic music like two step from hell cello Thomas bergersen rhapsody Luca turilli nightwish star one etc i could go on be on,"@JaguarKingTut Oh, too many to count.:) My all-time favourite is a Japanese artist, Gackt. But there are many others as well, mostly rock and epic/symphonic music, like Two Steps From Hell, 2Cellos, Thomas Bergersen,  Rhapsody, Luca Turilli, Nightwish, Star One, etc I could go on &amp; on. :)",Rock,Musician,positive
positive,,990550625866932224,the training begin to get ready for the Liverpool xxtopicxx roll half marathon in may my first km run since august last year and survive,"The training begins, to get ready for the Liverpool Rock'n'Roll Half Marathon in May.  My first 15km run since August last year (and survived) :-)",Rock,Musician,positive
positive,watfordcolosseum,992443403823665153,huge thanks to Alice Lucas at xxhashtagsxx for your courtesy and help regard a certain concert you have make two dedicated xxtopicxx fan very happy today thank you xx,HUGE thanks to Alice Lucas at #WatfordColosseum for your courtesy and help regarding a certain concert. You've made two dedicated rock fans very happy today :) Thank you! xx,Rock,Musician,positive
positive,checkitout music live newvideo justinbieber covers bzbrt,993010314684678145,xxhashtagsxx xxhashtagsxx xxhashtagsxx by xxusermentionsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxtopicxx just a minute sessio xxurlsxx thanks they acronym rich environment so amazing xxhashtagsxx ☺ 🎼,#checkitout #Music #live by @kyle_echarri #NewVideo #JustinBieber #covers  JUSTIN BIEBER JAM SESSION: https://t.co/X1IsEmOuGl :-) Thanks! They are so amazing! #BZBRT ☺🎼,Justin Bieber,Musician,positive
positive,,991547592667553792,xxusermentionsxx xxusermentionsxx sweet you acronym rich environment around my age i sing in a real xxtopicxx band and tour i be easy go smart and funny call me lot of love seriously though you acronym rich environment beautiful,"@KandisOrth_ @Chinx3324 SWEEET! You're around my age ;) I sing in a real rock band and tour. I'm easy going, smart and funny. ""call me"" lol seriously though, you're beautiful :)",Rock,Musician,positive
positive,,993553418508619776,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx the season be almost do and you shall always be my favorite player from this season team erica all the way xxtopicxx on,@EricaBBCAN @thisiscarlosb @wreid @EricaBBCAN The season is almost done and you shall always be my favourite player from this season. Team Erica all the way. :) Rock on,Rock,Musician,positive
positive,,993506795015548928,xxusermentionsxx when i say not far behind you i mean that i wild a guess definitely on an upward trajectory even though i could not bear to weigh myself so i would not have know exactly how heavy i wild a guess get we acronym rich environment win and we xxtopicxx,"@LeanintoDesign When I say 'not far behind you' I mean that I was definitely on an upward trajectory, even though I couldn't bear to weigh myself so i wouldn't have known exactly how heavy I was getting. We're winning and WE ROCK! :-)",Rock,Musician,positive
positive,,989633671417221121,xxusermentionsxx love you be work xxtopicxx you be truly an amazing artist d,@ladygaga love ur work Lady Gaga! ur truly an amazing artist :D,Lady Gaga,Musician,positive
positive,,989117322093826049,xxusermentionsxx d may even feature the the finished product on a video like it so far d,"@AZnativeJay32 :D, may even feature the the finished product on a video :P liking it so far :D",Drake,Musician,positive
negative,,993487319716921345,xxusermentionsxx alright for you okay in all honesty 🙃 🙃 u ’ re cute and very charm i saw you with my mama nicka 😂 smile asf it xxtopicxx you i don ’ t meaning knowledge you u a summer bb a well yay advance happy birthday boil wish you all good thing to happen in you be laifu take care that ’ s all,"@tiborshox Aight. For you  Okay, in all honesty 🙃🙃  -u’re cute and very charming   -I saw u with my mama nicka 😂  -smiling asf, it suits you.  -I don’t know u :(: -u a summer bb as well, yay. Advance happy birthday boii, wish u all good things to happen in ur laifu -take care! That’s all",Suits,Series,positive
negative,riverdale,989306446436331525,i actually feel bad for chic xxhashtagsxx,I actually feel bad for Chic :( #Riverdale,Riverdale,Series,negative
negative,,990327984786681857,you just can not watch more than two xxtopicxx episode Archie make me nut,You just can't watch more than two Riverdale episodes. Archie makes me nuts :(,Riverdale,Series,negative
negative,,994297385831550976,me quitaron mi sere fav de xxtopicxx,Me quitaron mi serie fav de netflix :(,Netflix,Series,negative
negative,,995096870773866498,xxusermentionsxx xxusermentionsxx as long a jug head doest die i don ’ t care what happen please don ’ t kill my bb,@ArchieComics @CW_Riverdale As long as jughead doesnt die I don’t care what happens :) please don’t kill my Bb :(((,Riverdale,Series,negative
negative,,995171579435794432,i have hbo go and xxtopicxx but i get nobody to watch movie show and cuddle with,I have HBO GO and Netflix but I got nobody to watch movies/shows and cuddle with :(,Netflix,Series,negative
negative,,993310980192063489,i have give so many people my xxtopicxx account that every time i try to watch it theres always too many people watch,I've given so many people my Netflix account that every time I try to watch it theres always too many people watching :(,Netflix,Series,negative
negative,,995407649033375749,xxusermentionsxx xxusermentionsxx i only have xxtopicxx but same i watch it because my brother ’ mom tell me to watch it and ive watch it over and over again cause it so good,@angie66359647 @netflix i only have netflix :( but SAME I WATCHED IT BECAUSE MY BROTHERS’ MOM TOLD ME TO WATCH IT AND IVE WATCHED IT OVER AND OVER AGAIN CAUSE ITS SO GOOD,Netflix,Series,positive
negative,,995714520956981249,if anyone be willing to share their lulu account with me please slide into my direct message ’ s xxtopicxx do ’ t have the show i wan na watch,"If anyone is willing to share their Hulu account with me plz slide into my dm’s, Netflix doesn’t have the shows I wanna watch :(",Netflix,Series,negative
negative,,994570978423463936,if xxtopicxx suck this week too i ’ m gon na go into depression the black hood well step up his kill game☝ 🏼 just not Cheryl please not Cheryl,"If riverdale sucks this week too, I’m gonna go into depression :( the black hood better step up his killing game☝🏼 just not cheryl, please not cheryl",Riverdale,Series,negative
negative,riverdale,994566406782922758,cant download ep of xxhashtagsxx,cant download ep 21 of #Riverdale :((,Riverdale,Series,negative
negative,,995539476851122176,yikes why the fuck be futurism go off xxtopicxx wild a guess about to watch it and could n't find it,"Yikes why the fuck is futurama gone off netflix, was about to watch it and couldnt find it :(",Netflix,Series,negative
negative,,991512905542758400,my face have be break out so bad the past couple of month and i ’ ve try everything like why do my face hate me,My face has been breaking out so bad the past couple of months and I’ve tried everything like why does my face hate me :(,Breaking Bad,Series,negative
negative,brooklyn99 renewb99,994719457330245633,be there any hope leave to save xxhashtagsxx xxusermentionsxx xxusermentionsxx please it be such a great positive and diverse show that actually help me deal with a depressive episode earlier this year and it deserve much more than this xxhashtagsxx,"Is there any hope left to save #Brooklyn99? @netflix @hulu,  please? It's such a great, positive and diverse show that actually  helped me deal with a depressive episode earlier this year, and it  deserves much more than this :( #RenewB99",Netflix,Series,negative
negative,riverdale,996350443591626753,ang ala ng se ng xxhashtagsxx goosebump throughout the whole episode 😭 muggy why,Ang lala ng S02E21 ng #riverdale :((((( goosebumps throughout the whole episode 😭 Juggy. Whyyyyy :(((((((,Riverdale,Series,negative
negative,,986692731622842370,disappoint with xxtopicxx so far it be mostly pedantic arguing,Disappointed with Lost in Space so far. It's mostly pedantic arguing :(,Lost in Space,Series,negative
negative,,993606670516400128,xxusermentionsxx i do not mean knowledge end up have the fire department in hazmat xxtopicxx take care of it would have be easy to deal with immediately after it die ugh so awful,"@nolamaven I don't know, ended up having the fire department in hazmat suits take care of it. Would have been easier to deal with immediately after it died! ugh so awful. :(",Suits,Series,negative
negative,,995303583427031041,xxusermentionsxx xxusermentionsxx i watch the get down be they deserve well from quack as xxtopicxx,@discjockeykinks @_kstj i watched the get down &amp; they deserved better from wack ass netflix :(,Netflix,Series,negative
negative,,994676233152720898,who else wild a guess cry at the end of this week xxtopicxx 😿,Who else was crying at the end of this weeks Riverdale?:(😿,Riverdale,Series,negative
negative,,993030672821424128,xxusermentionsxx i be so sad that film be not on Finland be xxtopicxx i want to see iitt,@jeannette_ng I'm so sad that film isn't on Finland's netflix :( I want to seee iittt,Netflix,Series,negative
negative,brooklynninenine,994726207114510336,damn they cancel xxhashtagsxx that suck it wild a guess my favorite sitcom and my happy place i only start watch it this year wait for season to come to next xxusermentionsxx you should start make this show,Damn they cancelling #BrooklynNineNine :( that sucks it was my favorite sitcom and my happy place. I only started watching it this year. Waiting for season 5 to come to next. @netflix you should start making this show,Netflix,Series,negative
negative,,996175696136466432,that last episode of xxtopicxx wild a guess farr too much,That last episode of riverdale was farr too much :((((,Riverdale,Series,negative
positive,,988947741618339842,｡ ♡ April th ♡｡ ─ today be a special day because it be birthday of the most handsome guy in xxtopicxx cast joe i wish you a life with a lot of happiness and smile i hope you enjoy it alto 🎉 i will always be here for you i love you ❤️ 🇧 xxmediaxx jf,".｡.:*♡ april 24th, 2018 ♡*:.｡. ─ today is a special day because it's birthday of the most handsome guy in stranger things cast. joe, i wish you a life with a lot of happiness and smiles :) i hope you enjoy it alot! 🎉 i will always be here for you, i love youuuu!! ❤️🇧🇷 https://t.co/La4RgdeJf7",Stranger Things,Series,positive
positive,,990789750784081921,xxusermentionsxx everything be disturb kayak great watch ang xxtopicxx,@christianacatu Everything is disturbing!! Kaya great watch ang Black Mirror :))),Black Mirror,Series,negative
positive,savelucifer savelucifernetflix,995132149668892672,xxusermentionsxx xxusermentionsxx yes i have no idea you be a lucifan shatter have speak d we all appreciate the extra support no way this stand xxhashtagsxx xxhashtagsxx,@WilliamShatner @netflix YES! i had no idea you were a Lucifan. Shatner has spoken! :D We all appreciate the extra support! no way this stands #SaveLucifer #SaveLucifernetflix,Netflix,Series,positive
positive,,994095800291610624,xxusermentionsxx sure may i also ask you to check out this series on tagore story that epic channel have do it be now on xxtopicxx some of the episode acronym rich environment very good,@nazia_e Sure! :) May I also ask you to check out this series on Tagore stories that Epic Channel had done. It's now on Netflix. Some of the episodes are very good.,Netflix,Series,positive
positive,,992785974370488320,xxusermentionsxx just rematched season din ’ t meaning knowledge season wild a guess out it ’ s not on xxtopicxx Canada yet my weekend plan acronym rich environment now set thank you for the review,"@emilynussbaum Just rewatched season 1, didn’t know season 2 was out! It’s not on Netflix Canada yet. My weekend plans are now set, thank you for the review :)",Netflix,Series,positive
positive,hooked gameofthronesfan cantwait,987032724476235778,just finish watch season of xxtopicxx currently download season and i can now see what all the fuss be about xxhashtagsxx xxhashtagsxx xxhashtagsxx,"Just finished watch season 1-5 of Game of Thrones, currently downloading season 6 and 7. I can now see what all the fuss is about :)  #hooked #GameOfThronesFan #cantwait",Game of Thrones,Series,positive
positive,tendays holymerlin,996594380000714753,xxusermentionsxx xxusermentionsxx just finish marathon on season again lt cant wait xxhashtagsxx xxhashtagsxx xxusermentionsxx,@trollhunters @netflix Just finished marathon on season 1 AGAIN &lt;3 cant wait #TenDays ! #HolyMerlin @netflix :P,Netflix,Series,positive
positive,,991748899131011072,xxusermentionsxx i have try to get into that one before but there wild a guess just too many character for me to keep everything straight love the xxtopicxx though,"@kerriclrneil I've tried to get into that one before, but there was just too many characters for me to keep everything straight. Love the TV show though! :)",TV Show,Series,positive
positive,,993779026501296129,xxusermentionsxx watch “ la case de apple ” on xxtopicxx i ’ m sure you ’ ll improve,@JamesD_Arcy watch “La casa de Papel” on netflix I’m sure you’ll improve :))),Netflix,Series,positive
positive,,992872870618517505,xxusermentionsxx xxusermentionsxx xxusermentionsxx those acronym rich environment Frick adorable xxtopicxx you both d,@Serendipitia_ @TDementedRaven @tofubell_ Those are frickin adorable!! Suits you both :D,Suits,Series,positive
positive,,9.91084E+17,xxusermentionsxx there ’ s nothing wrong with change do whatever xxtopicxx you and that ’ s what matter 💓,@jun__hyeoks there’s nothing wrong with changing ! do whatever suits you and that’s what matters ! :) 💓,Suits,Series,positive
positive,,995402692951465984,xxusermentionsxx this wild a guess like watch a great hour long xxtopicxx in minute thank you for be awesome,@alpacamybooks This was like watching a great hour long tv show in 5 minutes :) thank you for being awesome!,TV Show,Series,positive
positive,,995113769016668162,xxusermentionsxx hi i just saw you at chess Albert in amherst i want to say hi but you look like you be have a great time with your fam i love your work you ’ re my favorite character on xxtopicxx ❤️❤️❤️,"@joe_keery Hi I just saw you at Chez Albert in Amherst! I wanted to say hi but you looked like you were having a great time with your fam :) I love your work, you’re my favorite character on Stranger Things❤️❤️❤️",Stranger Things,Series,positive
positive,,991800395327471616,oh my goodness spring bring pineapples new xxtopicxx show and sing spring 🤗 xxmediaxx s,"Oh my goodness, Spring brings Pineapples, New netflix shows and Sing Spring :) 🤗 https://t.co/v7sEQetTlS",Netflix,Series,positive
positive,,995686706165813251,a xxtopicxx character god xxmediaxx,32. a supernatural character ; god :) https://t.co/JsaMxI1vPd,Supernatural,Series,positive
negative,,993108311515062277,xxusermentionsxx watch and get mad at xxtopicxx,@Inked_Bee Watch and got mad at basketball :(,basketball,Soccer,negative
negative,,995747354421682177,psychology revision have take a back seat because my business exam acronym rich environment a few of my first and i be constantly aware of the time i be waste regurgitate simple theory and how time be tick should have start early xxmediaxx,Psychology revision has taken a back seat because my business exams are a few of my first and I'm constantly aware of the time I am wasting regurgitating simple theory and how time is ticking :( should've started earlier https://t.co/emjbs3qhzJ,Rooney,Soccer,negative
negative,,991413411211816960,i miss play xxtopicxx,i miss playing basketball :(,basketball,Soccer,negative
negative,keeppounding,990379005990842368,memo to panther bigwig umm how come we do not draft rb xxhashtagsxx xxurlsxx,"Memo to Panthers BigWigs: Ummmmmmm, how come we didn't draft 1 RB :( :( :( :(  ? ? ?  #keeppounding https://t.co/qN46XeeWFk",nfl,Soccer,negative
negative,,993444903580467202,xxusermentionsxx until his next team thrash xxtopicxx,@piersmorgan Until his next team thrashes Arsenal :(,Arsenal,Soccer,negative
negative,,990261350701129728,xxusermentionsxx oh no i always dislike xxtopicxx,@luckyyloopss Oh no.... I always disliked hockey... :(,hockey,Soccer,negative
negative,,992447506356174848,i miss xxtopicxx,I miss football :(,football,Soccer,negative
negative,,993216882210754565,xxtopicxx off hope he have he be fine,Ronaldo off :( hope he's fine,Ronaldo,Soccer,negative
negative,,987265426697674752,it should be a sad day for xxtopicxx fan,It should be a sad day for Arsenal fans :(,Arsenal,Soccer,negative
negative,swanseacity,994918428099006464,the full devastating cost of relegation to Swansea city xxurlsxx xxhashtagsxx,The full devastating cost of relegation to Swansea City https://t.co/scACKArzKI #SwanseaCity  :(,football,Soccer,negative
negative,,993151908755001349,not gon na lie i ’ ll miss Zenger and the easy point against xxtopicxx next season,Not gonna lie. I’ll miss Wenger and the easy 3 points against Arsenal next season :(,Arsenal,Soccer,negative
negative,,987258345621880832,xxusermentionsxx verry sad thanks bos,"@Arsenal Verry sad, thanks boss :(",Arsenal,Soccer,negative
negative,,994296147429732352,hate everyone for be geek and watch the xxtopicxx me robbed of my daily sweet haven trip because of a ducking game,Hate everyone for being geeks and watching the football ? Me robbed of my daily sweet haven trip Cos of a ducking game :(,football,Soccer,negative
negative,,993248955809988608,rest in peace my xxtopicxx pool tho,rip my hockey pool tho :(,hockey,Soccer,negative
negative,,989240519225159680,Bayer xxtopicxx,Bayern 1-2 Real madrid :(,Real Madrid,Soccer,negative
negative,,993810265828483072,i be wear a xxtopicxx skirt and all i can think about be get bent over and fuck in it,im wearing a tennis skirt and all i can think about is getting bent over and fucked in it :((((,tennis,Soccer,negative
negative,,991112541509246976,my big regret in life be play xxtopicxx my whole life instead of volleyball and it really upset me i waste so much time,My biggest regret in life is playing soccer my whole life instead of volleyball and it really upsets me I wasted so much time :(,soccer,Soccer,negative
negative,,989917793322721280,wake up to Alex koehler not be in xxtopicxx grin anymore break my heart laugh my a off,waking up to Alex koehler not being in chelsea grin anymore broke my heart lmao :(,Chelsea,Soccer,negative
negative,rhap,994386822494130177,no xxtopicxx interview 😭 😭 😭 😭 life be not fair xxusermentionsxx nino please let xxtopicxx be your first post season guest pretty please xxhashtagsxx rhap,No Chelsea interview 😭😭😭😭  Life is not fair!   @robcesternino please let Chelsea be your first post season guest!! Pretty please :( #RHAP,Chelsea,Soccer,negative
positive,,995720733027393536,xxusermentionsxx xxusermentionsxx many time actually sorry not sorry but if you don ’ t understand xxtopicxx it ’ s good you don ’ t talk,"@rob_brake @MattHDGamer Many times actually. Sorry not sorry, but if you don’t understand football it’s better you don’t talk :)",football,Soccer,negative
positive,,990043512963063808,xxusermentionsxx watch xxtopicxx smash man you,@skrapzg Watching arsenal smash man u :),Arsenal,Soccer,positive
positive,,990646103476322305,i ’ m ready for some xxusermentionsxx xxusermentionsxx football we believe tom Brady be xxusermentionsxx men yes we do boohoo,"I’m Ready For Some @Patriots @NFL Football!!  WE BELIEVE, TOM BRADY &amp; @Patriots MEN!!!!   YES WE DO!!! :)  WOOOOHOOOOO!!! :)",nfl,Soccer,positive
positive,,987449006992314369,xxusermentionsxx really pump up for this xxtopicxx it ’ s go to be a great garden,@TimHowellX Really pumped up for this chelsea ! It’s going to be a great garden :),Chelsea,Soccer,positive
positive,,992104716979978240,xxusermentionsxx xxusermentionsxx xxtopicxx fan in India do not like him he be not that level to train player and also he do not give chance to deserve player he love passi more than mess d and if you do not mean knowledge about passi then you do not about mess d,"@footballautobio @StephenConstan 90% football fans in India don't like him ... he is not that level to train players and also he don't give chance to deserve players . He loves passi more than messi :D , and if you don't know about Passi then you don't about Messi :D ..",football,Soccer,negative
positive,,991957233448640512,xxusermentionsxx that be exactly how i would have apologise also would have add now fuck off to the end of it,"@doggomoose That's exactly how I would have apologised. Also would have added, now fuck off to the end of it. :)",golf,Soccer,negative
positive,jdavid football,995517638699864069,sometimes you can love your son so much they find it embarrass i don ’ t care xxurlsxx xxhashtagsxx xxhashtagsxx,Sometimes you can love your son so much they find it embarrassing... I don’t care :) https://t.co/UqpScODZ70 #Jdavid #Football,football,Soccer,positive
positive,,991182131773747200,i have always wonder this xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx what do you guy do for fun on the tour bus while travel you guys just watch xxtopicxx on the telly practice a lot or experiment with new song i be really curious guy,"I've always wondered this, @rideox4 @Andybebop @MarkGardener @doctorloz @SteveQueralt what do you guys do for fun on the tour bus while traveling? You guys just watch football on the telly? Practice a lot or experiment with new songs? I'm really curious guys :)",football,Soccer,positive
positive,,996426135151013889,at least i have playoff xxtopicxx,At least I have playoff hockey. :),hockey,Soccer,positive
positive,,995412949186629633,xxusermentionsxx lot of love there be xxtopicxx on,@SuanneBraun Lol ....there is hockey on :),hockey,Soccer,positive
positive,,989595429435314176,the way xxtopicxx play football be so damn beautiful want Zenger to stay there forever,The way arsenal plays football is so damn beautiful.  want wenger to stay there forever :P,Arsenal,Soccer,positive
positive,,990646595095056386,xxusermentionsxx ahh i see xxtopicxx all the way for me,@Apollo8567 Ahhhhhh I see. Basketball all the way for me :),basketball,Soccer,positive
positive,,991038738829660160,xxusermentionsxx when they have the thick drought in California and people could not water their own lawn or take long shower million of liter be spray to keep what be essentially desert luscious green so the rich boy can play xxtopicxx,@happyjudgmntday When they had the thicc droughts in California and ppl couldn't water their own lawns or take long showers millions of litres were sprayed to keep what's essentially desert luscious green so the rich boys can play golf :)))))),golf,Soccer,negative
positive,,994315852525850624,xxusermentionsxx awesome xxtopicxx be a great sport and great to see more woman take it up tbhsame a here in the uk and no worry i will not judge it be well if it mean you get to explore the game fully and still enjoy it,"@jennlynn05 Awesome....soccer is a great sport and great to see more women taking it up tbh.....same as here in the uk. And no worries, i won't judge it's better if it means you get to explore the game fully and still enjoy it :)",soccer,Soccer,positive
positive,,991305698775650305,xxusermentionsxx xxusermentionsxx oh yes with sig no sound like a plan shots onto arrive plane that would be the most Canadian thing ever can you imagine the eye of kid land see people play xxtopicxx at the airport please make this happen do not have to be expensive,@caribb @aeroportsMTL OH!!! YES!!! With sign: no slap shots onto arriving planes. That would be the most Canadian thing ever ;-) Can you imagine the eyes of kids landing seeing people play hockey at the airport? :) :) Please make this happen!!! Doesn't have to be expensive!,hockey,Soccer,positive
positive,,991360641414893568,seriously you could just watch this man hit a xxtopicxx ball all day long Rory mcilroy be final round of in just minute xxurlsxx via xxusermentionsxx,"Seriously, you could just watch this man hit a golf ball all day long! :-) Rory McIlroy's Final Round of 2015 in just 10 minutes https://t.co/iQD1I368LW via @YouTube",golf,Soccer,positive
positive,,991787838864637952,xxusermentionsxx xxusermentionsxx i only open kail heal catelynn and xxtopicxx ’ s click bait because i love them and support them,"@ErinGalaway @KailLowry I only open kail, Leah, catelynn, and Chelsea’s clickbait. Because i love them. And support them :)",Chelsea,Soccer,positive
positive,,990178163148902400,thanks alab you make by xxtopicxx heart happy today,Thanks Alab. You made by basketball heart happy today. :),basketball,Soccer,positive
positive,,994006167784513536,i think i ’ d see all there wild a guess to see in xxtopicxx but here go nelson county blow me away so to the rudest fan sectionplayers i ’ ve ever watch maybe you ’ ll learn some class when you lose too,"I thought I’d seen all there was to see in tennis but here goes Nelson County blowing me away. S/o to the rudest fan section/players I’ve ever watched, maybe you’ll learn some class when u lose tomo :))",tennis,Soccer,negative
positive,,994946802720935936,xxusermentionsxx take care of my son swim pool and play xxtopicxx for me video on Saturday or Sunday and rest,@EndigoSkyborn Take care of my son ;) swimming pool and playing football ;) For me - 1 video on Saturday or Sunday and resting :),football,Soccer,positive
positive,,988085925665296384,may th final xxtopicxx we have be here before,May 19th. Final. Chelsea. We have been here before :),Chelsea,Soccer,positive
positive,,990712568636493824,xxusermentionsxx xxtopicxx be just beautiful,@Petaheatah :) basketball is just beautiful,basketball,Soccer,positive
